id	fea1 fea2 ... fea84
396	0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.71000000000001 0.0 16.8 0.77 0.03 0.0 0.0 59.400000000000006 0.0 22.700000000000003 2.4 0.0 8.7 0.0 0.0 0.0 24.0 4.92 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
397	6.2 0.0 28.0 1.2 0.0 0.0 0.0 751.4000000000013 16.0 105.2 2.929999999999998 0.06 10.0 0.0 448.5600000000004 4.0 135.0 10.639999999999999 0.0 10.0 0.0 66.2 0.0 44.5 21.759999999999998 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 789.1900000000007 8.0 25.0 11.25 0.0 0.0 0.0 517.9100000000003 5.0 128.0 17.909999999999997 0.0 6.4 0.15 46.4 1.0 235.8 32.67999999999999 0.0 0.0 0.0 3.3 0.0 0.0 0.0 0.0 0.0 0.0 715.2300000000001 0.0 149.9 15.669999999999996 0.0 13.4 9.600000000000001 636.21 1.0 184.49999999999997 20.899999999999995 0.0 58.699999999999996 0.0 26.7 0.0 421.5 49.829999999999984 0.0 3.5999999999999996 4.8 
398	0.0 0.0 0.0 0.0 0.0 0.0 0.0 142.03 2.0 68.0 5.5 0.09000000000000001 5.7 0.0 157.95000000000002 1.0 57.9 3.41 0.08 3.9 0.0 17.6 0.0 53.3 1.7700000000000002 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.899999999999999 0.0 0.0 0.0 0.0 0.0 0.0 6.8999999999999995 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 185.4 1.0 0.0 0.7999999999999999 0.0 0.0 0.0 150.49999999999997 10.0 41.4 2.4 0.02 0.0 0.0 5.0 2.0 18.4 2.7 0.02 0.0 0.0 
399	2.33 0.0 0.0 0.0 0.0 0.0 0.0 477.7300000000003 0.0 71.6 12.209999999999997 0.0 32.6 0.0 371.40000000000026 0.0 103.7 35.49999999999999 0.0 14.999999999999998 1.2 0.0 0.0 307.09999999999997 48.510000000000026 0.0 16.099999999999998 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 672.01 16.0 175.69999999999996 24.499999999999993 0.0 107.1 3.0 728.4499999999998 4.0 107.5 21.199999999999996 0.0 173.60000000000002 0.0 41.5 0.0 469.0 83.05000000000003 0.0 97.10000000000001 0.0 0.0 0.0 0.0 3.8 0.0 0.0 0.0 712.0200000000003 0.0 181.50000000000006 41.09999999999999 0.0 44.1 8.25 707.4399999999997 3.0 160.5 18.9 0.0 69.0 2.0 68.0 0.0 365.7999999999999 82.00000000000001 0.0 44.60000000000001 3.75 
400	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.6 0.0 0.0 0.0 589.1300000000006 12.0 42.580000000000005 15.05 0.01 4.0 0.0 386.9800000000002 12.0 120.9 21.130000000000006 0.03 13.6 0.0 39.0 8.0 57.0 28.310000000000006 0.0 7.8999999999999995 0.0 3.6 0.0 0.0 0.0 0.0 0.0 0.0 922.8600000000009 23.0 0.0 17.479999999999997 0.5700000000000003 12.399999999999999 0.0 575.9400000000004 9.0 36.3 28.760000000000005 0.3500000000000002 26.199999999999996 2.1 158.60000000000002 0.0 136.5 36.56 0.060000000000000005 0.0 0.0 
401	3.8000000000000003 0.0 0.0 0.39000000000000007 0.0 0.0 0.0 456.1399999999999 8.0 241.0 20.339999999999996 0.20000000000000004 30.0 19.95 313.79999999999995 4.0 193.5 37.86000000000001 0.10999999999999999 0.0 20.1 15.4 0.0 48.1 51.27000000000004 0.04 0.0 0.0 1.5 0.0 0.0 6.309999999999999 0.0 0.0 0.0 655.1500000000003 10.0 37.7 32.489999999999995 0.16 6.8 3.0 371.99999999999983 8.0 123.3 16.02 0.17 15.4 0.0 12.0 0.0 30.599999999999998 47.740000000000016 0.03 5.2 0.0 1.6 0.0 0.0 4.510000000000001 0.0 0.0 0.0 671.4499999999996 4.0 3.0 12.79 0.46000000000000024 19.52 0.0 366.51999999999975 3.0 60.099999999999994 19.2 0.09 14.299999999999999 17.1 56.0 1.0 89.70000000000002 87.01000000000003 0.01 9.0 0.0 
402	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 260.8 2.0 22.4 3.4000000000000004 0.04 1.4 0.0 175.39999999999998 0.0 10.9 6.8999999999999995 0.1 1.8 0.0 12.0 2.0 35.0 3.91 0.0 3.9 0.0 
403	21.500000000000004 0.0 0.0 0.8 0.0 0.0 0.0 921.2200000000005 0.0 103.5 20.970000000000002 0.07 0.0 0.0 563.4700000000003 0.0 79.6 28.35 0.09 16.5 0.0 123.4 0.0 298.79999999999995 26.579999999999995 0.07 0.16 0.0 22.830000000000002 0.0 0.0 0.0 0.0 0.0 0.0 836.1500000000017 9.0 33.7 21.32 0.26999999999999996 8.2 0.3 396.50000000000006 4.0 131.2 10.700000000000001 0.23 13.9 1.8 55.2 1.0 179.3 40.120000000000005 0.060000000000000005 7.199999999999999 0.0 0.0 0.0 0.0 6.800000000000001 0.0 0.0 0.0 1178.9199999999994 0.0 39.4 49.10000000000002 0.22000000000000006 11.6 0.0 447.70000000000005 9.0 243.20000000000002 32.919999999999995 0.16 24.9 0.0 153.5 6.0 174.0 48.720000000000034 0.11 4.4 0.0 
404	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 504.8500000000001 13.0 42.699999999999996 13.849999999999994 0.01 11.5 0.0 232.01000000000005 16.0 155.20000000000002 26.020000000000007 0.0 11.7 1.0 66.1 0.0 9.0 11.709999999999997 0.02 6.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 293.76 5.0 51.4 12.519999999999994 0.0 5.8 1.0 295.59999999999997 14.0 103.2 26.440000000000026 0.0 14.899999999999999 0.0 265.93 2.0 135.5 10.869999999999997 0.0 0.0 0.0 
405	0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.13 0.0 1.0 0.0 0.0 0.0 0.0 38.00000000000001 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 4.319999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.1 0.0 0.0 0.0 0.0 0.0 0.0 31.6 0.0 0.0 0.0 0.0 3.5 0.0 0.0 0.0 0.0 1.7 0.0 0.0 0.0 
406	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.729999999999997 0.0 0.0 0.0 0.0 0.0 0.0 16.1 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 467.9300000000004 0.0 27.9 0.0 0.01 0.0 0.0 319.86000000000007 1.0 55.0 0.0 0.0 0.0 2.7 8.0 0.0 73.30000000000001 8.509999999999998 0.0 6.3 0.0 
407	4.0 0.0 0.0 3.0 0.0 0.0 0.0 316.04000000000013 4.0 277.8 14.649999999999995 0.31000000000000005 0.0 0.0 171.30000000000007 8.0 420.00000000000006 28.949999999999992 0.02 0.0 0.0 4.5 0.0 347.3 54.35000000000003 0.0 33.9 0.0 5.6 0.0 0.0 0.14 0.0 0.0 0.0 304.95 9.0 100.0 24.18 0.06999999999999999 0.0 0.0 270.3 4.0 195.49999999999997 45.510000000000026 0.11 0.0 9.0 15.2 0.0 179.5 38.980000000000004 0.01 0.0 0.0 1.66 0.0 0.0 0.38 0.0 0.0 0.0 343.8499999999999 0.0 94.69999999999999 39.25999999999999 0.19 5.2 0.0 278.72999999999996 2.0 146.2 35.47999999999999 0.09999999999999999 0.0 0.0 41.099999999999994 0.0 5.300000000000001 51.010000000000005 0.04 0.0 0.0 
408	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 0.0 0.0 0.0 144.06 0.0 4.0 11.400000000000002 0.0 16.4 0.0 120.95 0.0 0.0 1.31 0.0 36.6 0.0 21.799999999999997 0.0 45.6 5.779999999999999 0.0 2.0 0.0 0.0 0.0 0.0 4.2 0.0 0.0 0.0 917.5000000000001 0.0 97.89999999999999 82.56000000000009 0.02 116.18 0.9 650.1999999999998 6.0 96.3 42.34000000000001 0.01 180.30000000000013 2.1 152.7 0.0 123.50000000000003 20.819999999999997 0.01 74.96000000000001 0.0 
409	1.4 0.0 0.0 0.0 0.0 0.0 0.0 806.2200000000008 4.0 44.9 7.9499999999999975 0.0 10.0 0.0 516.0500000000005 4.0 125.5 20.090000000000003 0.0 61.08 0.0 0.0 0.0 160.10000000000002 51.10000000000003 0.0 33.339999999999996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 872.1500000000017 4.0 28.4 59.989999999999995 0.0 0.2 0.0 771.7700000000004 5.0 111.7 23.680000000000003 0.0 0.0 0.0 10.5 1.0 20.5 80.38999999999997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 783.700000000001 17.0 2.7 54.09000000000007 0.0 0.0 3.0 615.4000000000008 13.0 48.599999999999994 16.059999999999995 0.0 0.0 3.9 8.2 2.0 114.39999999999999 41.24000000000004 0.0 3.28 0.0 
410	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.129999999999999 0.0 0.0 0.0 759.9400000000002 5.0 178.5 25.919999999999998 0.0 0.0 0.45 572.5600000000002 16.0 331.29 19.849999999999998 0.0 0.0 1.35 32.8 3.0 674.87 49.61000000000001 0.0 0.0 0.0 
411	2.3 0.0 0.0 0.1 0.0 0.0 0.0 37.9 0.0 0.0 0.06999999999999999 0.03 0.0 0.0 51.7 0.0 0.0 3.54 0.0 0.0 0.0 0.0 0.0 3.8 1.4700000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
412	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
413	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
414	0.0 0.0 0.0 0.0 0.0 0.0 0.0 475.53000000000054 4.0 122.8 18.699999999999996 0.0 35.1 0.0 291.1400000000001 4.0 77.3 9.13 0.0 10.0 1.9 34.8 0.0 134.9 29.469999999999995 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1005.2800000000002 5.0 129.8 27.389999999999997 0.0 0.0 13.2 783.5600000000005 4.0 66.3 15.829999999999998 0.0 8.8 0.0 204.00000000000006 0.0 342.00000000000006 68.85000000000002 0.0 3.3 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 1135.1599999999987 0.0 189.5 60.42000000000001 0.01 0.0 0.0 630.8400000000005 1.0 283.9 20.369999999999997 0.0 0.0 84.65 409.00000000000006 0.0 342.90000000000003 138.27999999999994 0.0 0.0 0.0 
415	18.599999999999998 0.0 0.0 0.14 0.0 0.0 0.0 849.7800000000016 8.0 65.4 5.019999999999999 0.08 0.0 3.45 527.960000000001 4.0 104.4 9.360000000000001 0.02 10.0 2.4 22.5 0.0 38.99999999999999 11.049999999999997 0.0 0.0 0.0 6.8 0.0 0.0 0.16 0.0 0.0 0.0 777.110000000001 0.0 107.19999999999999 15.039999999999997 0.20000000000000004 7.4 1.05 443.9000000000003 0.0 67.8 5.289999999999999 0.09000000000000001 7.1 0.45 3.2 0.0 109.50000000000001 6.2 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 867.7700000000013 12.0 68.1 24.580000000000002 0.02 26.9 3.45 692.7300000000005 4.0 72.0 2.76 0.04 39.6 0.15 26.3 0.0 88.2 7.030000000000001 0.0 9.3 0.0 
416	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.600000000000001 0.0 0.0 0.07 0.0 0.0 0.0 47.8 0.0 0.0 0.01 0.02 0.0 0.0 70.6 0.0 0.0 0.08 0.07 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 
417	0.0 0.0 0.0 0.08 0.0 0.0 0.0 168.48000000000002 0.0 33.8 8.849999999999998 0.0 14.4 0.0 110.79999999999997 0.0 38.1 4.239999999999999 0.0 4.0 0.0 0.0 0.0 88.5 13.649999999999991 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 807.9600000000014 4.0 57.49999999999999 10.0 0.01 0.0 0.0 528.7800000000004 0.0 123.79999999999998 14.049999999999997 0.0 7.9 0.0 22.2 0.0 102.5 19.83 0.0 0.0 0.0 18.9 0.0 0.0 1.5 0.0 0.0 0.0 750.8300000000002 0.0 193.6 2.41 0.01 0.0 0.0 563.2500000000001 0.0 77.8 6.82 0.0 9.5 0.0 46.400000000000006 1.0 21.5 3.68 0.0 0.0 0.0 
418	0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.9 4.0 3.0 0.0 0.0 0.0 0.0 19.6 0.0 30.4 0.0 0.0 0.0 0.0 7.0 4.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
419	18.8 0.0 0.0 0.03 0.0 0.0 0.0 825.1200000000005 4.0 138.1 2.9199999999999973 0.0 0.0 0.0 505.00000000000085 0.0 132.9 5.1499999999999995 0.0 10.0 0.0 0.0 0.0 52.1 6.299999999999995 0.0 0.0 0.0 0.0 0.0 0.0 0.04 0.0 0.0 0.0 1019.8 0.0 19.5 0.15999999999999998 0.0 0.0 7.65 895.6000000000004 1.0 82.9 1.4800000000000002 0.0 0.0 0.0 0.0 0.0 93.5 3.9099999999999904 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 451.59999999999997 0.0 86.0 2.4 0.03 0.0 12.0 328.8 0.0 63.0 0.03 0.03 0.0 3.6 26.5 0.0 58.800000000000004 0.08 0.0 0.0 0.0 
420	0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.53 0.0 0.0 0.0 0.0 0.0 0.0 23.299999999999997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2000000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.4 0.0 0.0 0.04 0.01 0.0 0.0 8.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
421	0.0 0.0 0.0 0.07 0.0 0.0 0.0 248.10000000000005 4.0 87.19999999999999 20.58999999999999 0.11999999999999997 12.5 0.0 164.79999999999998 1.0 188.4 13.1 0.03 4.0 0.0 14.7 0.0 249.69999999999996 8.589999999999998 0.02 3.9 0.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 910.3300000000005 13.0 194.70000000000002 27.930000000000003 0.25 32.1 0.0 483.6 23.0 326.20000000000005 23.560000000000006 0.060000000000000005 53.1 0.0 25.1 5.0 163.8 44.57000000000001 0.0 11.7 0.0 0.0 0.0 0.0 1.6 0.0 0.0 0.0 967.8899999999999 5.0 140.0 52.85 0.4500000000000002 30.0 0.0 487.0500000000001 23.0 98.0 49.08000000000002 0.26000000000000006 55.50000000000001 33.3 61.7 1.0 131.5 58.50000000000003 0.05 14.1 0.0 
422	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 433.80000000000035 10.0 29.3 6.8 0.6800000000000004 0.0 1.23 350.35 11.0 36.4 15.219999999999999 0.28 13.6 9.3 28.8 2.0 39.3 21.08 0.11 0.0 0.0 
423	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
424	6.83 0.0 0.0 1.0999999999999999 0.0 0.0 0.0 659.2500000000003 0.0 51.7 6.319999999999999 0.05 14.5 0.0 537.4300000000005 0.0 115.89999999999999 13.95 0.03 4.4 0.0 0.0 0.0 83.10000000000001 13.989999999999997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 581.4599999999994 3.0 108.84 12.62 0.01 17.6 0.0 479.1499999999998 5.0 148.33 9.200000000000001 0.0 45.1 0.0 9.0 0.0 267.87 18.57 0.0 9.7 0.0 0.0 0.0 0.0 1.6 0.0 0.0 0.0 863.6199999999998 9.0 43.9 11.280000000000001 0.04 0.0 0.0 641.6499999999996 5.0 155.3 17.520000000000003 0.03 15.3 0.0 0.0 1.0 90.39999999999999 69.07000000000002 0.02 11.2 0.0 
425	51.059999999999995 0.0 0.0 0.05 0.0 0.0 0.0 377.96000000000015 0.0 176.6 2.5999999999999934 0.05 10.0 0.0 541.6800000000004 0.0 279.3 2.139999999999999 0.03 0.0 0.0 0.0 0.0 191.7 0.9000000000000006 0.12000000000000001 0.0 0.0 14.2 0.0 0.0 2.9000000000000004 0.0 0.0 0.0 680.5600000000005 0.0 43.199999999999996 27.43 0.18999999999999997 0.0 0.0 555.2800000000001 0.0 215.50000000000006 22.50999999999999 0.09 0.0 0.0 0.0 0.0 141.8 10.949999999999998 0.05 0.0 0.0 0.0 0.0 0.0 3.1 0.0 0.0 0.0 594.88 1.0 58.099999999999994 40.199999999999996 0.8000000000000004 21.499999999999996 0.0 477.7800000000004 3.0 64.5 33.9 0.28 67.9 0.0 32.0 1.0 96.99999999999999 7.319999999999999 0.0 5.4 0.0 
426	28.7 0.0 0.0 0.09999999999999999 0.0 0.0 0.0 1220.4900000000005 16.0 184.0 7.45 0.01 0.5 0.0 573.71 1.0 142.8 20.75999999999999 0.0 12.2 0.0 51.2 0.0 115.30000000000001 10.519999999999996 0.0 0.0 0.0 2.2 0.0 0.0 0.08 0.0 0.0 0.0 1239.4400000000003 4.0 84.1 10.519999999999994 0.0 0.0 0.0 748.9 3.0 320.58000000000004 32.55 0.0 1.5 0.0 65.0 0.0 147.21 31.809999999999985 0.0 0.0 2.0 0.0 0.0 0.0 0.14 0.0 0.0 0.0 777.0999999999993 2.0 297.59999999999997 10.129999999999995 0.01 0.0 0.0 520.4000000000002 7.0 287.59999999999997 10.11 0.0 2.7 0.0 23.8 0.0 41.599999999999994 46.070000000000014 0.0 0.0 0.0 
427	0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.6 0.0 9.4 0.0 0.0 0.0 0.0 34.129999999999995 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.4 4.8 0.0 0.0 0.0 54.730000000000004 1.0 0.0 12.450000000000001 0.0 14.600000000000001 0.0 0.0 1.0 0.0 5.0200000000000005 0.0 0.0 0.0 
428	44.54 0.0 0.0 0.01 0.0 0.0 0.0 762.3300000000002 0.0 47.0 1.7300000000000002 0.01 10.0 0.0 605.5000000000005 0.0 156.10000000000002 6.419999999999999 0.02 10.0 1.0 5.0 0.0 83.39999999999999 15.219999999999995 0.01 0.0 0.0 6.6 0.0 0.0 3.41 0.0 0.0 0.0 655.0800000000004 0.0 66.00999999999999 10.32 0.02 0.0 0.0 532.9400000000005 0.0 32.4 9.6 0.01 0.0 0.0 0.0 0.0 270.3 20.04999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 704.4200000000008 0.0 29.800000000000004 1.4100000000000001 0.02 2.8 1.5 604.7000000000005 0.0 14.8 4.24 0.0 13.1 0.0 0.0 0.0 87.3 19.9 0.0 0.64 0.0 
429	6.1 0.0 0.0 0.0 0.0 0.0 0.0 624.8199999999997 4.0 55.5 1.5 0.01 0.0 0.3 365.5000000000002 12.0 211.79999999999998 3.5 0.0 0.0 0.0 0.0 0.0 301.90000000000003 33.42 0.02 0.0 0.0 0.0 0.0 0.0 2.4 0.0 0.0 0.0 793.6000000000005 16.0 48.0 3.9999999999999996 0.0 0.0 0.0 574.1 1.0 52.300000000000004 3.2 0.01 0.0 0.0 35.0 0.0 390.5999999999999 49.700000000000024 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 649.1000000000012 0.0 33.019999999999996 15.799999999999995 0.0 0.0 0.9 661.7000000000011 1.0 131.5 20.659999999999993 0.0 0.0 0.0 11.5 1.0 450.00000000000006 41.70000000000001 0.0 0.0 0.0 
430	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 4.0 0.0 1.7 0.0 0.0 0.0 26.700000000000003 4.0 0.0 0.0 0.0 1.0 0.0 30.4 0.0 0.0 0.0 0.0 0.0 0.0 
431	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 394.1299999999999 0.0 258.9 4.38 0.0 0.0 0.0 121.99999999999999 0.0 685.3 11.539999999999997 0.0 0.0 0.0 0.0 0.0 55.4 3.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 546.4499999999994 0.0 273.20000000000005 13.5 0.02 0.0 0.0 381.9999999999998 1.0 1007.1 39.88000000000001 0.01 0.0 1.5 32.8 1.0 251.9 8.719999999999999 0.0 0.0 0.0 
